state,year,type_variable,Statistics
CT,2015,Deaths,189
DC,2015,Deaths,120
DE,2015,Deaths,112
FL,2015,Deaths,2559
GA,2015,Deaths,1448
HI,2015,Deaths,55
IA,2015,Deaths,247
ID,2015,Deaths,247
IL,2015,Deaths,1220
IN,2015,Deaths,846
KS,2015,Deaths,330
KY,2015,Deaths,694
LA,2015,Deaths,952
MA,2015,Deaths,213
MD,2015,Deaths,708
ME,2015,Deaths,144
MI,2015,Deaths,1164
MN,2015,Deaths,410
MO,2015,Deaths,1094
MS,2015,Deaths,589
MT,2015,Deaths,205
NC,2015,Deaths,1289
ND,2015,Deaths,92
NE,2015,Deaths,169
NH,2015,Deaths,121
NJ,2015,Deaths,475
NM,2015,Deaths,390
NV,2015,Deaths,446
NY,2015,Deaths,849
OH,2015,Deaths,1397
OK,2015,Deaths,706
OR,2015,Deaths,486
PA,2015,Deaths,1485
RI,2015,Deaths,51
SC,2015,Deaths,850
SD,2015,Deaths,96
TN,2015,Deaths,1075
TX,2015,Deaths,3203
UT,2015,Deaths,367
VA,2015,Deaths,946
VT,2015,Deaths,70
WA,2015,Deaths,718
WI,2015,Deaths,613
WV,2015,Deaths,278
WY,2015,Deaths,113
AK,2015,Population,738432
AL,2015,Population,4858979
AR,2015,Population,2978204
AZ,2015,Population,6828065
CA,2015,Population,39144818
CO,2015,Population,5456574
CT,2015,Population,3590886
DC,2015,Population,672228
DE,2015,Population,945934
FL,2015,Population,20271272
GA,2015,Population,10214860
HI,2015,Population,1431603
IA,2015,Population,3123899
ID,2015,Population,1654930
IL,2015,Population,12859995
IN,2015,Population,6619680
KS,2015,Population,2911641
KY,2015,Population,4425092
LA,2015,Population,4670724
MA,2015,Population,6794422
MD,2015,Population,6006401
ME,2015,Population,1329328
MI,2015,Population,9922576
MN,2015,Population,5489594
MO,2015,Population,6083672
MS,2015,Population,2992333
MT,2015,Population,1032949
NC,2015,Population,10042802
ND,2015,Population,756927
NE,2015,Population,1896190
NH,2015,Population,1330608
NJ,2015,Population,8958013
NM,2015,Population,2085109
NV,2015,Population,2890845
NY,2015,Population,19795791
OH,2015,Population,11613423
OK,2015,Population,3911338
OR,2015,Population,4028977
PA,2015,Population,12802503
RI,2015,Population,1056298
SC,2015,Population,4896146
SD,2015,Population,858469
TN,2015,Population,6600299
TX,2015,Population,27469114
UT,2015,Population,2995919
VA,2015,Population,8382993
VT,2015,Population,626042
WA,2015,Population,7170351
WI,2015,Population,5771337
WV,2015,Population,1844128
WY,2015,Population,586107
AK,2015,Law Strength (2016 only),44
AL,2015,Law Strength (2016 only),36
AR,2015,Law Strength (2016 only),39
AZ,2015,Law Strength (2016 only),47
CA,2015,Law Strength (2016 only),1
CO,2015,Law Strength (2016 only),15
CT,2015,Law Strength (2016 only),3
DE,2015,Law Strength (2016 only),11
FL,2015,Law Strength (2016 only),26
GA,2015,Law Strength (2016 only),32
HI,2015,Law Strength (2016 only),7
IA,2015,Law Strength (2016 only),18
ID,2015,Law Strength (2016 only),46
IL,2015,Law Strength (2016 only),8
IN,2015,Law Strength (2016 only),23
KS,2015,Law Strength (2016 only),48
KY,2015,Law Strength (2016 only),42
LA,2015,Law Strength (2016 only),43
MA,2015,Law Strength (2016 only),4
MD,2015,Law Strength (2016 only),6
ME,2015,Law Strength (2016 only),35
MI,2015,Law Strength (2016 only),16
MN,2015,Law Strength (2016 only),12
MO,2015,Law Strength (2016 only),48
MS,2015,Law Strength (2016 only),50
MT,2015,Law Strength (2016 only),37
NC,2015,Law Strength (2016 only),25
ND,2015,Law Strength (2016 only),37
NE,2015,Law Strength (2016 only),19
NH,2015,Law Strength (2016 only),31
NJ,2015,Law Strength (2016 only),2
NM,2015,Law Strength (2016 only),29
NV,2015,Law Strength (2016 only),22
NY,2015,Law Strength (2016 only),5
OH,2015,Law Strength (2016 only),21
OK,2015,Law Strength (2016 only),27
OR,2015,Law Strength (2016 only),14
PA,2015,Law Strength (2016 only),13
RI,2015,Law Strength (2016 only),9
SC,2015,Law Strength (2016 only),29
SD,2015,Law Strength (2016 only),40
TN,2015,Law Strength (2016 only),24
TX,2015,Law Strength (2016 only),32
UT,2015,Law Strength (2016 only),27
VA,2015,Law Strength (2016 only),20
VT,2015,Law Strength (2016 only),41
WA,2015,Law Strength (2016 only),10
WI,2015,Law Strength (2016 only),17
WV,2015,Law Strength (2016 only),32
WY,2015,Law Strength (2016 only),45
AK,2016,Smoking,19
AL,2016,Smoking,21.5
AR,2016,Smoking,23.6
AZ,2016,Smoking,14.7
CA,2016,Smoking,11
CO,2016,Smoking,15.6
CT,2016,Smoking,13.3
DC,2016,Smoking,14.7
DE,2016,Smoking,17.7
FL,2016,Smoking,15.5
GA,2016,Smoking,17.9
GU,2016,Smoking,25.1
HI,2016,Smoking,13.1
IA,2016,Smoking,16.7
ID,2016,Smoking,14.5
IL,2016,Smoking,15.8
IN,2016,Smoking,21.1
KS,2016,Smoking,17.2
KY,2016,Smoking,24.5
LA,2016,Smoking,22.8
MA,2016,Smoking,13.6
MD,2016,Smoking,13.7
ME,2016,Smoking,19.8
MI,2016,Smoking,20.4
MN,2016,Smoking,15.2
MO,2016,Smoking,22.1
MS,2016,Smoking,22.7
MT,2016,Smoking,18.5
NC,2016,Smoking,17.9
ND,2016,Smoking,19.8
NE,2016,Smoking,17
NH,2016,Smoking,18
NJ,2016,Smoking,14
NM,2016,Smoking,16.6
NV,2016,Smoking,16.5
NY,2016,Smoking,14.2
OH,2016,Smoking,22.5
OK,2016,Smoking,19.6
OR,2016,Smoking,16.2
PA,2016,Smoking,18
PR,2016,Smoking,10.6
RI,2016,Smoking,14.4
SC,2016,Smoking,20
SD,2016,Smoking,18.1
TN,2016,Smoking,22.1
TX,2016,Smoking,14.3
UT,2016,Smoking,8.8
VA,2016,Smoking,15.3
VI,2016,Smoking,6.6
VT,2016,Smoking,17
WA,2016,Smoking,13.9
WI,2016,Smoking,17.1
WV,2016,Smoking,24.8
WY,2016,Smoking,18.9
AK,2016,Disability,39.6
AL,2016,Disability,40.7
AR,2016,Disability,40.4
AZ,2016,Disability,34.3
CA,2016,Disability,35.6
CO,2016,Disability,31.3
CT,2016,Disability,31.7
DC,2016,Disability,34
DE,2016,Disability,31.1
FL,2016,Disability,33.1
GA,2016,Disability,36.5
HI,2016,Disability,34.3
IA,2016,Disability,31.9
ID,2016,Disability,36.1
IL,2016,Disability,33.8
IN,2016,Disability,37.1
KS,2016,Disability,34.9
KY,2016,Disability,42.3
LA,2016,Disability,39.5
MA,2016,Disability,32
MD,2016,Disability,31.3
ME,2016,Disability,33.4
MI,2016,Disability,34.8
MN,2016,Disability,31.3
MO,2016,Disability,36.7
MS,2016,Disability,40.9
MT,2016,Disability,34.5
NC,2016,Disability,35.8
ND,2016,Disability,34.2
NE,2016,Disability,34.5
NH,2016,Disability,31
NJ,2016,Disability,32.1
NM,2016,Disability,40.2
NV,2016,Disability,35.1
NY,2016,Disability,32.9
OH,2016,Disability,35.3
OK,2016,Disability,42.1
OR,2016,Disability,37.4
PA,2016,Disability,34.6
PR,2016,Disability,48.1
RI,2016,Disability,31.6
SC,2016,Disability,36.2
SD,2016,Disability,33.7
TN,2016,Disability,38.3
TX,2016,Disability,38.7
UT,2016,Disability,34
VA,2016,Disability,32.6
VT,2016,Disability,31.1
WA,2016,Disability,35.7
WI,2016,Disability,31.8
WV,2016,Disability,42.9
WY,2016,Disability,37.9
AK,2016,Self Reported Health,13.8
AL,2016,Self Reported Health,22.6
AR,2016,Self Reported Health,25.6
AZ,2016,Self Reported Health,18.6
CA,2016,Self Reported Health,17.8
CO,2016,Self Reported Health,14.5
CT,2016,Self Reported Health,14.4
DC,2016,Self Reported Health,11.5
DE,2016,Self Reported Health,16.4
FL,2016,Self Reported Health,19.5
GA,2016,Self Reported Health,19.1
GU,2016,Self Reported Health,21.8
HI,2016,Self Reported Health,14.8
IA,2016,Self Reported Health,13.9
ID,2016,Self Reported Health,15.9
IL,2016,Self Reported Health,18
IN,2016,Self Reported Health,18.5
KS,2016,Self Reported Health,15.4
KY,2016,Self Reported Health,22.5
LA,2016,Self Reported Health,21.9
MA,2016,Self Reported Health,14.1
MD,2016,Self Reported Health,14.4
ME,2016,Self Reported Health,16.4
MI,2016,Self Reported Health,18
MN,2016,Self Reported Health,12.7
MO,2016,Self Reported Health,19
MS,2016,Self Reported Health,23.2
MT,2016,Self Reported Health,15.6
NC,2016,Self Reported Health,18.3
ND,2016,Self Reported Health,14.8
NE,2016,Self Reported Health,14.7
NH,2016,Self Reported Health,14.1
NJ,2016,Self Reported Health,17.5
NM,2016,Self Reported Health,21.7
NV,2016,Self Reported Health,20.9
NY,2016,Self Reported Health,16.9
OH,2016,Self Reported Health,18
OK,2016,Self Reported Health,20.1
OR,2016,Self Reported Health,16.4
PA,2016,Self Reported Health,16.6
PR,2016,Self Reported Health,34.3
RI,2016,Self Reported Health,15.6
SC,2016,Self Reported Health,20
SD,2016,Self Reported Health,13
TN,2016,Self Reported Health,20.4
TX,2016,Self Reported Health,18.3
UT,2016,Self Reported Health,11.7
VA,2016,Self Reported Health,16.3
VI,2016,Self Reported Health,20.3
VT,2016,Self Reported Health,13.5
WA,2016,Self Reported Health,14.4
WI,2016,Self Reported Health,16
WV,2016,Self Reported Health,26.3
WY,2016,Self Reported Health,15.7
AK,2016,Drinking,6.1
AL,2016,Drinking,5.4
AR,2016,Drinking,5.2
AZ,2016,Drinking,6.2
CA,2016,Drinking,5.9
CO,2016,Drinking,6.8
CT,2016,Drinking,5.7
DC,2016,Drinking,11.1
DE,2016,Drinking,6.4
FL,2016,Drinking,6.8
GA,2016,Drinking,5.6
GU,2016,Drinking,8.3
HI,2016,Drinking,7.9
IA,2016,Drinking,6.9
ID,2016,Drinking,7
IL,2016,Drinking,6.8
IN,2016,Drinking,6.6
KS,2016,Drinking,5.8
KY,2016,Drinking,6.2
LA,2016,Drinking,6.5
MA,2016,Drinking,7.5
MD,2016,Drinking,5.3
ME,2016,Drinking,8.6
MI,2016,Drinking,6.9
MN,2016,Drinking,7.5
MO,2016,Drinking,7.1
MS,2016,Drinking,4.7
MT,2016,Drinking,7.1
NC,2016,Drinking,6.6
ND,2016,Drinking,7.5
NE,2016,Drinking,6.6
NH,2016,Drinking,8
NJ,2016,Drinking,4.4
NM,2016,Drinking,5.5
NV,2016,Drinking,6.3
NY,2016,Drinking,5.9
OH,2016,Drinking,6.4
OK,2016,Drinking,3.7
OR,2016,Drinking,7.7
PA,2016,Drinking,6.8
PR,2016,Drinking,4.7
RI,2016,Drinking,5.9
SC,2016,Drinking,6.8
SD,2016,Drinking,5.4
TN,2016,Drinking,5.6
TX,2016,Drinking,6.9
UT,2016,Drinking,4.8
VA,2016,Drinking,6.3
VI,2016,Drinking,5.4
VT,2016,Drinking,9.1
WA,2016,Drinking,7
WI,2016,Drinking,8.9
WV,2016,Drinking,3.5
WY,2016,Drinking,5.9
AK,2016,Leisure Physical Activities,19.1
AL,2016,Leisure Physical Activities,29.4
AR,2016,Leisure Physical Activities,32.5
AZ,2016,Leisure Physical Activities,23.1
CA,2016,Leisure Physical Activities,20.5
CO,2016,Leisure Physical Activities,15.8
CT,2016,Leisure Physical Activities,21.3
DC,2016,Leisure Physical Activities,16.2
DE,2016,Leisure Physical Activities,26.6
FL,2016,Leisure Physical Activities,29.8
GA,2016,Leisure Physical Activities,29.4
GU,2016,Leisure Physical Activities,29.6
HI,2016,Leisure Physical Activities,20.8
IA,2016,Leisure Physical Activities,22.7
ID,2016,Leisure Physical Activities,20.2
IL,2016,Leisure Physical Activities,23.9
IN,2016,Leisure Physical Activities,26.8
KS,2016,Leisure Physical Activities,23.5
KY,2016,Leisure Physical Activities,29.8
LA,2016,Leisure Physical Activities,29.1
MA,2016,Leisure Physical Activities,19.9
MD,2016,Leisure Physical Activities,23.1
ME,2016,Leisure Physical Activities,20.6
MI,2016,Leisure Physical Activities,23.9
MN,2016,Leisure Physical Activities,18
MO,2016,Leisure Physical Activities,24.9
MS,2016,Leisure Physical Activities,30.3
MT,2016,Leisure Physical Activities,19.9
NC,2016,Leisure Physical Activities,23.3
ND,2016,Leisure Physical Activities,22.2
NE,2016,Leisure Physical Activities,22.4
NH,2016,Leisure Physical Activities,19.3
NJ,2016,Leisure Physical Activities,29.8
NM,2016,Leisure Physical Activities,20.3
NV,2016,Leisure Physical Activities,24.7
NY,2016,Leisure Physical Activities,26.3
OH,2016,Leisure Physical Activities,25.9
OK,2016,Leisure Physical Activities,28.5
OR,2016,Leisure Physical Activities,17.3
PA,2016,Leisure Physical Activities,22.9
PR,2016,Leisure Physical Activities,41.7
RI,2016,Leisure Physical Activities,24.4
SC,2016,Leisure Physical Activities,26.9
SD,2016,Leisure Physical Activities,18.9
TN,2016,Leisure Physical Activities,28.4
TX,2016,Leisure Physical Activities,25.2
UT,2016,Leisure Physical Activities,15.7
VA,2016,Leisure Physical Activities,23.3
VI,2016,Leisure Physical Activities,26.1
VT,2016,Leisure Physical Activities,19.5
WA,2016,Leisure Physical Activities,17.6
WI,2016,Leisure Physical Activities,20
WV,2016,Leisure Physical Activities,28.5
WY,2016,Leisure Physical Activities,23.1
AK,2016,Overweight,66.7
AL,2016,Overweight,69.5
AR,2016,Overweight,68.2
AZ,2016,Overweight,63.2
CA,2016,Overweight,61
CO,2016,Overweight,58.1
CT,2016,Overweight,61.8
DC,2016,Overweight,53.5
DE,2016,Overweight,68
FL,2016,Overweight,63.2
GA,2016,Overweight,65.8
GU,2016,Overweight,64.5
HI,2016,Overweight,57.6
IA,2016,Overweight,68.7
ID,2016,Overweight,64.5
IL,2016,Overweight,65
IN,2016,Overweight,67.2
KS,2016,Overweight,66.7
KY,2016,Overweight,69.1
LA,2016,Overweight,69.2
MA,2016,Overweight,60.2
MD,2016,Overweight,64.6
ME,2016,Overweight,65.2
MI,2016,Overweight,67.5
MN,2016,Overweight,64.8
MO,2016,Overweight,67.3
MS,2016,Overweight,71.3
MT,2016,Overweight,62.7
NC,2016,Overweight,66.8
ND,2016,Overweight,68.1
NE,2016,Overweight,68.5
NH,2016,Overweight,63.5
NJ,2016,Overweight,63.8
NM,2016,Overweight,64.9
NV,2016,Overweight,62.3
NY,2016,Overweight,60.8
OH,2016,Overweight,66.3
OK,2016,Overweight,68.8
OR,2016,Overweight,62.6
PA,2016,Overweight,65.4
PR,2016,Overweight,66.5
RI,2016,Overweight,63.7
SC,2016,Overweight,67.4
SD,2016,Overweight,66.9
TN,2016,Overweight,68.6
TX,2016,Overweight,68.4
UT,2016,Overweight,60.4
VA,2016,Overweight,65.5
VI,2016,Overweight,65.2
VT,2016,Overweight,61.7
WA,2016,Overweight,63.5
WI,2016,Overweight,66.2
WV,2016,Overweight,70.9
WY,2016,Overweight,64.2
AK,2016,poverty,9.9
AL,2016,poverty,17.1
AR,2016,poverty,17.2
AZ,2016,poverty,16.4
CA,2016,poverty,14.3
CO,2016,poverty,11
CT,2016,poverty,9.8
DC,2016,poverty,18.6
DE,2016,poverty,11.7
FL,2016,poverty,14.7
GA,2016,poverty,16
HI,2016,poverty,9.3
IA,2016,poverty,11.8
ID,2016,poverty,14.4
IL,2016,poverty,13
IN,2016,poverty,14.1
KS,2016,poverty,12.1
KY,2016,poverty,18.5
LA,2016,poverty,20.2
MA,2016,poverty,10.4
MD,2016,poverty,9.7
ME,2016,poverty,12.5
MI,2016,poverty,15
MN,2016,poverty,9.9
MO,2016,poverty,14
MS,2016,poverty,20.8
MT,2016,poverty,13.3
NC,2016,poverty,15.4
ND,2016,poverty,10.7
NE,2016,poverty,11.4
NH,2016,poverty,7.3
NJ,2016,poverty,10.4
NM,2016,poverty,19.8
NV,2016,poverty,13.8
NY,2016,poverty,14.7
OH,2016,poverty,14.6
OK,2016,poverty,16.3
OR,2016,poverty,13.3
PA,2016,poverty,12.9
PR,2016,poverty,43.5
RI,2016,poverty,12.8
SC,2016,poverty,15.3
SD,2016,poverty,13.3
TN,2016,poverty,15.8
TX,2016,poverty,15.6
UT,2016,poverty,10.2
VA,2016,poverty,11
VT,2016,poverty,11.9
WA,2016,poverty,11.3
WI,2016,poverty,11.8
WV,2016,poverty,17.9
WY,2016,poverty,11.3
AK,2016,Diabetes,7.5
AL,2016,Diabetes,14.6
AR,2016,Diabetes,13.5
AZ,2016,Diabetes,10.8
CA,2016,Diabetes,10.2
CO,2016,Diabetes,6.6
CT,2016,Diabetes,9.8
DC,2016,Diabetes,7.7
DE,2016,Diabetes,10.6
FL,2016,Diabetes,11.8
GA,2016,Diabetes,12.1
GU,2016,Diabetes,10
HI,2016,Diabetes,10.5
IA,2016,Diabetes,9.3
ID,2016,Diabetes,8.9
IL,2016,Diabetes,10.4
IN,2016,Diabetes,11.5
KS,2016,Diabetes,9.4
KY,2016,Diabetes,13.1
LA,2016,Diabetes,12.1
MA,2016,Diabetes,9.2
MD,2016,Diabetes,10.8
ME,2016,Diabetes,10.6
MI,2016,Diabetes,11.2
MN,2016,Diabetes,8.4
MO,2016,Diabetes,11.5
MS,2016,Diabetes,13.6
MT,2016,Diabetes,8.1
NC,2016,Diabetes,11.3
ND,2016,Diabetes,8.6
NE,2016,Diabetes,8.8
NH,2016,Diabetes,9
NJ,2016,Diabetes,9.2
NM,2016,Diabetes,11.6
NV,2016,Diabetes,11.1
NY,2016,Diabetes,10.5
OH,2016,Diabetes,11.1
OK,2016,Diabetes,12
OR,2016,Diabetes,9.5
PA,2016,Diabetes,11.3
PR,2016,Diabetes,15.3
RI,2016,Diabetes,9.8
SC,2016,Diabetes,13
SD,2016,Diabetes,7.9
TN,2016,Diabetes,12.7
TX,2016,Diabetes,11.2
UT,2016,Diabetes,7.2
VA,2016,Diabetes,10.4
VI,2016,Diabetes,12.7
VT,2016,Diabetes,8.4
WA,2016,Diabetes,9.4
WI,2016,Diabetes,9.8
WV,2016,Diabetes,15
WY,2016,Diabetes,8.3
AK,2016,Sleep,65.7
AL,2016,Sleep,60.5
AR,2016,Sleep,62.7
AZ,2016,Sleep,65.6
CA,2016,Sleep,63.6
CO,2016,Sleep,70.5
CT,2016,Sleep,64.5
DC,2016,Sleep,63.2
DE,2016,Sleep,61.3
FL,2016,Sleep,63.9
GA,2016,Sleep,61.8
GU,2016,Sleep,49.3
HI,2016,Sleep,55.6
IA,2016,Sleep,69.4
ID,2016,Sleep,68.5
IL,2016,Sleep,65.8
IN,2016,Sleep,61.6
KS,2016,Sleep,66.9
KY,2016,Sleep,59.2
LA,2016,Sleep,60
MA,2016,Sleep,64.5
MD,2016,Sleep,62.1
ME,2016,Sleep,65.3
MI,2016,Sleep,60.8
MN,2016,Sleep,67.9
MO,2016,Sleep,64.1
MS,2016,Sleep,62.1
MT,2016,Sleep,70.4
NC,2016,Sleep,64.4
ND,2016,Sleep,68.7
NE,2016,Sleep,67.9
NH,2016,Sleep,64.7
NJ,2016,Sleep,60.2
NM,2016,Sleep,65.7
NV,2016,Sleep,60.2
NY,2016,Sleep,61.3
OH,2016,Sleep,60.3
OK,2016,Sleep,63.1
OR,2016,Sleep,66.8
PA,2016,Sleep,60.5
PR,2016,Sleep,61.1
RI,2016,Sleep,62.2
SC,2016,Sleep,60.8
SD,2016,Sleep,71.7
TN,2016,Sleep,61.2
TX,2016,Sleep,65.2
UT,2016,Sleep,67.1
VA,2016,Sleep,61.6
VI,2016,Sleep,56.2
VT,2016,Sleep,67.7
WA,2016,Sleep,66.1
WI,2016,Sleep,65.6
WV,2016,Sleep,59
WY,2016,Sleep,67.7
AK,2016,Mental Health,3.5
AL,2016,Mental Health,4.5
AR,2016,Mental Health,5
AZ,2016,Mental Health,3.8
CA,2016,Mental Health,3.5
CO,2016,Mental Health,3.6
CT,2016,Mental Health,3.7
DC,2016,Mental Health,3.4
DE,2016,Mental Health,3.6
FL,2016,Mental Health,3.6
GA,2016,Mental Health,3.8
GU,2016,Mental Health,3.8
HI,2016,Mental Health,3.1
IA,2016,Mental Health,3.3
ID,2016,Mental Health,3.5
IL,2016,Mental Health,3.4
IN,2016,Mental Health,4.2
KS,2016,Mental Health,3.2
KY,2016,Mental Health,4.6
LA,2016,Mental Health,4.2
MA,2016,Mental Health,3.9
MD,2016,Mental Health,3.4
ME,2016,Mental Health,4.1
MI,2016,Mental Health,4.3
MN,2016,Mental Health,3.1
MO,2016,Mental Health,4.2
MS,2016,Mental Health,4.3
MT,2016,Mental Health,3.4
NC,2016,Mental Health,3.8
ND,2016,Mental Health,3.1
NE,2016,Mental Health,3.2
NH,2016,Mental Health,4
NJ,2016,Mental Health,3.4
NM,2016,Mental Health,3.9
NV,2016,Mental Health,4.4
NY,2016,Mental Health,3.5
OH,2016,Mental Health,4.1
OK,2016,Mental Health,4.4
OR,2016,Mental Health,4.3
PA,2016,Mental Health,4.2
PR,2016,Mental Health,3.8
RI,2016,Mental Health,4.2
SC,2016,Mental Health,4.3
SD,2016,Mental Health,2.8
TN,2016,Mental Health,4.4
TX,2016,Mental Health,3.4
UT,2016,Mental Health,3.7
VA,2016,Mental Health,3.4
VI,2016,Mental Health,2.8
VT,2016,Mental Health,3.9
WA,2016,Mental Health,3.7
WI,2016,Mental Health,3.7
WV,2016,Mental Health,5
WY,2016,Mental Health,3.6
AK,2016,Unemployment Rate,6.908
AL,2016,Unemployment Rate,5.858
AR,2016,Unemployment Rate,3.95
AZ,2016,Unemployment Rate,5.375
CA,2016,Unemployment Rate,5.483
CO,2016,Unemployment Rate,3.275
CT,2016,Unemployment Rate,5.167
DC,2016,Unemployment Rate,6.108
DE,2016,Unemployment Rate,4.525
FL,2016,Unemployment Rate,4.825
GA,2016,Unemployment Rate,5.367
HI,2016,Unemployment Rate,2.95
IA,2016,Unemployment Rate,3.608
ID,2016,Unemployment Rate,3.767
IL,2016,Unemployment Rate,5.817
IN,2016,Unemployment Rate,4.425
KS,2016,Unemployment Rate,4.033
KY,2016,Unemployment Rate,5.15
LA,2016,Unemployment Rate,6.058
MA,2016,Unemployment Rate,3.892
MD,2016,Unemployment Rate,4.433
ME,2016,Unemployment Rate,3.783
MI,2016,Unemployment Rate,4.992
MN,2016,Unemployment Rate,3.858
MO,2016,Unemployment Rate,4.575
MS,2016,Unemployment Rate,5.842
MT,2016,Unemployment Rate,4.133
NC,2016,Unemployment Rate,5.092
ND,2016,Unemployment Rate,3.058
NE,2016,Unemployment Rate,3.092
NH,2016,Unemployment Rate,2.858
NJ,2016,Unemployment Rate,4.983
NM,2016,Unemployment Rate,6.683
NV,2016,Unemployment Rate,5.733
NY,2016,Unemployment Rate,4.85
OH,2016,Unemployment Rate,5.05
OK,2016,Unemployment Rate,4.817
OR,2016,Unemployment Rate,4.817
PA,2016,Unemployment Rate,5.4
RI,2016,Unemployment Rate,5.208
SC,2016,Unemployment Rate,4.975
SD,2016,Unemployment Rate,3
TN,2016,Unemployment Rate,4.725
TX,2016,Unemployment Rate,4.642
UT,2016,Unemployment Rate,3.442
VA,2016,Unemployment Rate,4.092
VT,2016,Unemployment Rate,3.242
WA,2016,Unemployment Rate,5.275
WI,2016,Unemployment Rate,4.008
WV,2016,Unemployment Rate,6.083
WY,2016,Unemployment Rate,5.275
AK,2016,Crude Rate,23.9
AL,2016,Crude Rate,21.5
AR,2016,Crude Rate,18.1
AZ,2016,Crude Rate,15.8
CA,2016,Crude Rate,8.1
CO,2016,Crude Rate,14.7
CT,2016,Crude Rate,4.8
DC,2016,Crude Rate,15.7
DE,2016,Crude Rate,11.7
FL,2016,Crude Rate,13.1
GA,2016,Crude Rate,15.2
HI,2016,Crude Rate,4.6
IA,2016,Crude Rate,9.2
ID,2016,Crude Rate,14.4
IL,2016,Crude Rate,11.6
IN,2016,Crude Rate,15
KS,2016,Crude Rate,13.2
KY,2016,Crude Rate,17.4
LA,2016,Crude Rate,21.1
MA,2016,Crude Rate,3.6
MD,2016,Crude Rate,11.8
ME,2016,Crude Rate,9.2
MI,2016,Crude Rate,12.4
MN,2016,Crude Rate,7.8
MO,2016,Crude Rate,18.8
MS,2016,Crude Rate,19.6
MT,2016,Crude Rate,18.6
NC,2016,Crude Rate,13.9
ND,2016,Crude Rate,11.9
NE,2016,Crude Rate,9
NH,2016,Crude Rate,9.9
NJ,2016,Crude Rate,5.4
NM,2016,Crude Rate,18.4
NV,2016,Crude Rate,16.9
NY,2016,Crude Rate,4.6
OH,2016,Crude Rate,13.1
OK,2016,Crude Rate,19.5
OR,2016,Crude Rate,12.5
PA,2016,Crude Rate,12.2
RI,2016,Crude Rate,4.6
SC,2016,Crude Rate,18
SD,2016,Crude Rate,12.5
TN,2016,Crude Rate,17.3
TX,2016,Crude Rate,12
UT,2016,Crude Rate,12.1
VA,2016,Crude Rate,12.5
VT,2016,Crude Rate,12.5
WA,2016,Crude Rate,9.4
WI,2016,Crude Rate,11.5
WV,2016,Crude Rate,18.1
WY,2016,Crude Rate,17.3
AK,2016,Deaths,177
AL,2016,Deaths,1046
AR,2016,Deaths,541
AZ,2016,Deaths,1094
CA,2016,Deaths,3184
CO,2016,Deaths,812
CT,2016,Deaths,172
DC,2016,Deaths,107
DE,2016,Deaths,111
FL,2016,Deaths,2704
GA,2016,Deaths,1571
HI,2016,Deaths,66
IA,2016,Deaths,288
ID,2016,Deaths,242
IL,2016,Deaths,1490
IN,2016,Deaths,997
KS,2016,Deaths,383
KY,2016,Deaths,772
LA,2016,Deaths,987
MA,2016,Deaths,242
MD,2016,Deaths,707
ME,2016,Deaths,123
MI,2016,Deaths,1230
MN,2016,Deaths,432
MO,2016,Deaths,1144
MS,2016,Deaths,587
MT,2016,Deaths,194
NC,2016,Deaths,1409
ND,2016,Deaths,90
NE,2016,Deaths,171
NH,2016,Deaths,132
NJ,2016,Deaths,485
NM,2016,Deaths,383
NV,2016,Deaths,498
NY,2016,Deaths,900
OH,2016,Deaths,1524
OK,2016,Deaths,766
OR,2016,Deaths,513
PA,2016,Deaths,1555
RI,2016,Deaths,49
SC,2016,Deaths,891
SD,2016,Deaths,108
TN,2016,Deaths,1148
TX,2016,Deaths,3353
UT,2016,Deaths,370
VA,2016,Deaths,1049
VT,2016,Deaths,78
WA,2016,Deaths,686
WI,2016,Deaths,664
WV,2016,Deaths,332
WY,2016,Deaths,101
AK,2016,Population,741894
AL,2016,Population,4863300
AR,2016,Population,2988248
AZ,2016,Population,6931071
CA,2016,Population,39250017
CO,2016,Population,5540545
CT,2016,Population,3576452
DC,2016,Population,681170
DE,2016,Population,952065
FL,2016,Population,20612439
GA,2016,Population,10310371
HI,2016,Population,1428557
IA,2016,Population,3134693
ID,2016,Population,1683140
IL,2016,Population,12801539
IN,2016,Population,6633053
KS,2016,Population,2907289
KY,2016,Population,4436974
LA,2016,Population,4681666
MA,2016,Population,6811779
MD,2016,Population,6016447
ME,2016,Population,1331479
MI,2016,Population,9928300
MN,2016,Population,5519952
MO,2016,Population,6093e3
MS,2016,Population,2988726
MT,2016,Population,1042520
NC,2016,Population,10146788
ND,2016,Population,757952
NE,2016,Population,1907116
NH,2016,Population,1334795
NJ,2016,Population,8944469
NM,2016,Population,2081015
NV,2016,Population,2940058
